Price (USD),Address,City,Date,Beds,Baths,Area (SQFT)
390000.0,"8601 International Ave #162, Canoga Park, CA 91304",Los-Angeles,2023-12-15,2.0,2.0,900.0
1499000.0,"825 N Croft Ave #103, Los Angeles, CA 90069",Los-Angeles,2023-12-15,3.0,2.5,1782.0
1426000.0,"875 Comstock Ave Unit 1A, Los Angeles, CA 90024",Los-Angeles,2023-12-15,2.0,2.0,2269.0
850000.0,"13723 Sproule Ave, Sylmar, CA 91342",Los-Angeles,2023-12-15,6.0,3.0,1834.0
1295000.0,"4803 Carpenter Ave, Valley Village, CA 91607",Los-Angeles,2023-12-15,4.0,3.5,1920.0
2695000.0,"10490 Wilshire Blvd #2001, Los Angeles, CA 90024",Los-Angeles,2023-12-15,3.0,3.0,2782.0
1000000.0,"17404 Horace St, Granada Hills, CA 91344",Los-Angeles,2023-12-15,3.0,2.0,1655.0
885990.0,"1336 W Plaza Del Amo, Torrance, CA 90501",Los-Angeles,2023-12-15,3.0,2.5,1836.0
1895000.0,"14007 E La Maida St, Sherman Oaks, CA 91423",Los-Angeles,2023-12-15,4.0,3.5,1950.0
929000.0,"22253 Criswell St, Woodland Hills, CA 91303",Los-Angeles,2023-12-15,3.0,2.0,1400.0
982360.0,"1626 W Hornet Dr, San Pedro, CA 90732",Los-Angeles,2023-12-15,4.0,3.5,1873.0
4388888.0,"1 W Century Dr Unit 15D, Los Angeles, CA 90067",Los-Angeles,2023-12-15,2.0,3.0,2500.0
1099000.0,"17622 Bromley St, Encino, CA 91316",Los-Angeles,2023-12-15,3.0,3.0,1620.0
5500000.0,"10114 Empyrean Way #302, Los Angeles, CA 90067",Los-Angeles,2023-12-15,3.0,5.0,3230.0
1749000.0,"7514 W 88th Pl, Los Angeles, CA 90045",Los-Angeles,2023-12-15,3.0,2.0,2268.0
975000.0,"7862 W Manchester Ave, Playa Del Rey, CA 90293",Los-Angeles,2023-12-15,2.0,3.0,1620.0
799000.0,"1228 N La Cienega Blvd #104, West Hollywood, CA 90069",Los-Angeles,2023-12-15,2.0,2.0,1204.0
714900.0,"4200 Via Arbolada #122, Los Angeles, CA 90042",Los-Angeles,2023-12-15,2.0,2.0,1349.0
739000.0,"750 W 139th St, Gardena, CA 90247",Los-Angeles,2023-12-15,3.0,2.0,1063.0
1199999.0,"3517 S Pacific Ave, San Pedro, CA 90731",Los-Angeles,2023-12-15,4.0,3.0,2967.0
1199000.0,"3933 S Bronson Ave, Los Angeles, CA 90008",Los-Angeles,2023-12-15,3.0,3.0,2016.0
2000000.0,"3435 Tilden Ave, Los Angeles, CA 90034",Los-Angeles,2023-12-15,4.0,2.0,1925.0
630000.0,"1644 W 106th St, Los Angeles, CA 90047",Los-Angeles,2023-12-15,3.0,2.0,1360.0
3950000.0,"11344 Hatteras St, North Hollywood, CA 91601",Los-Angeles,2023-12-15,19.0,17.0,7700.0
1550000.0,"1630 W 204th St, Torrance, CA 90501",Los-Angeles,2023-12-15,19.0,10.0,2802.0
875000.0,"3921 Don Diablo Dr, Los Angeles, CA 90008",Los-Angeles,2023-12-15,2.0,2.0,1805.0
615000.0,"1745 Camino Palmero St #104, Los Angeles, CA 90046",Los-Angeles,2023-12-15,2.0,2.0,1129.0
825000.0,"2535 W 5th St, Los Angeles, CA 90057",Los-Angeles,2023-12-15,2.0,2.0,1095.0
1250000.0,"2527 W 5th St, Los Angeles, CA 90057",Los-Angeles,2023-12-15,4.0,4.0,3390.0
780000.0,"14116 Terra Bella St, Arleta, CA 91331",Los-Angeles,2023-12-15,3.0,2.0,1221.0
850000.0,"8115 Darby Ave, Reseda, CA 91335",Los-Angeles,2023-12-15,3.0,2.0,1488.0
2300000.0,"201 Ocean Ave Unit 1104P, Santa Monica, CA 90402",Los-Angeles,2023-12-15,2.0,3.0,1554.0
1175000.0,"1110 N Avenue 54, Los Angeles, CA 90042",Los-Angeles,2023-12-15,2.0,2.0,1048.0
799000.0,"1230 W 88th St, Los Angeles, CA 90044",Los-Angeles,2023-12-15,5.0,2.0,1378.0
1375000.0,"12918 Bloomfield St #2, Studio City, CA 91604",Los-Angeles,2023-12-15,3.0,2.5,1867.0
2190000.0,"24 20th Ave, Venice, CA 90291",Los-Angeles,2023-12-15,3.0,3.5,1755.0
2399000.0,"3608 Maplewood Ave, Los Angeles, CA 90066",Los-Angeles,2023-12-15,4.0,2.0,2083.0
749000.0,"1225 E VERNON Ave, Los Angeles, CA 90011",Los-Angeles,2023-12-15,4.0,3.0,1387.0
798000.0,"9120 Dalton Ave, Los Angeles, CA 90047",Los-Angeles,2023-12-15,5.0,2.0,1988.0
705000.0,"9846 Monogram Ave, Northridge, CA 91343",Los-Angeles,2023-12-15,4.0,2.0,1371.0
2650000.0,"609 Broadway St, Venice, CA 90291",Los-Angeles,2023-12-15,4.0,3.5,3218.0
2525000.0,"611 Broadway St, Venice, CA 90291",Los-Angeles,2023-12-15,3.0,2.5,2916.0
5449000.0,"960 Indiana Ave, Venice, CA 90291",Los-Angeles,2023-12-15,6.0,6.5,5009.0
4500000.0,"6708 Willoughby Ave, Los Angeles, CA 90038",Los-Angeles,2023-12-15,10.0,9.0,8784.0
750000.0,"13111 Corcoran St, San Fernando, CA 91340",Los-Angeles,2023-12-15,3.0,2.0,1372.0
1175000.0,"6261 Beeman Ave, North Hollywood, CA 91606",Los-Angeles,2023-12-15,3.0,3.0,1677.0
615000.0,"10307 Stanford Ave, Los Angeles, CA 90002",Los-Angeles,2023-12-15,4.0,2.0,1390.0
675000.0,"2275 W 25th St W #171, San Pedro, CA 90732",Los-Angeles,2023-12-15,2.0,2.0,1464.0
875000.0,"7761 Loma Verde Ave, Canoga Park, CA 91304",Los-Angeles,2023-12-15,3.0,2.0,1216.0
934900.0,"14341 Martha St, Van Nuys, CA 91401",Los-Angeles,2023-12-15,4.0,2.0,1667.0
1299900.0,"6254 Tampa Ave, Tarzana, CA 91335",Los-Angeles,2023-12-15,4.0,3.0,2138.0
999000.0,"19918 Acre St, Northridge, CA 91324",Los-Angeles,2023-12-15,4.0,2.0,1875.0
1000000.0,"2410 8th Ave, Los Angeles, CA 90018",Los-Angeles,2023-12-15,5.0,3.0,2531.0
1100000.0,"126 N Western Ave, San Pedro, CA 90732",Los-Angeles,2023-12-15,9.0,8.0,4711.0
769000.0,"10567 Vassar Ave, Chatsworth, CA 91311",Los-Angeles,2023-12-15,3.0,2.0,1440.0
1675000.0,"10126 Empyrean Way #304, Los Angeles, CA 90067",Los-Angeles,2023-12-15,2.0,2.5,1739.0
5300000.0,"2463 Sawtelle Blvd, Los Angeles, CA 90064",Los-Angeles,2023-12-15,14.0,17.0,8952.0
875000.0,"7250 Franklin Ave #409, Los Angeles, CA 90046",Los-Angeles,2023-12-15,2.0,2.0,1393.0
849900.0,"8828 Pershing Dr #320, Playa Del Rey, CA 90293",Los-Angeles,2023-12-15,2.0,2.0,1700.0
1429000.0,"4611 Coolidge Ave, Culver City, CA 90230",Los-Angeles,2023-12-15,3.0,2.0,1212.0
765000.0,"14655 W Sara Ln, Panorama City, CA 91402",Los-Angeles,2023-12-15,3.0,3.0,1739.0
2750000.0,"2314 Clement Ave, Venice, CA 90291",Los-Angeles,2023-12-15,3.0,3.0,2286.0
824999.0,"11407 Gaviota Ave, Granada Hills, CA 91344",Los-Angeles,2023-12-15,3.0,2.0,1228.0
1649000.0,"20542 Hartland St, Winnetka, CA 91306",Los-Angeles,2023-12-15,10.0,6.0,4800.0
610000.0,"5420 Sylmar Ave #213, Sherman Oaks, CA 91401",Los-Angeles,2023-12-15,2.0,2.0,1172.0
1199900.0,"17406 Hiawatha St, Granada Hills, CA 91344",Los-Angeles,2023-12-15,4.0,3.0,2446.0
1395000.0,"6220 Pacific Ave #303, Playa Del Rey, CA 90293",Los-Angeles,2023-12-15,2.0,2.0,1359.0
1498000.0,"6014 Farmdale Ave, North Hollywood, CA 91606",Los-Angeles,2023-12-15,6.0,4.5,2370.0
899999.0,"19522 Eagle Ridge Ln, Northridge, CA 91326",Los-Angeles,2023-12-15,3.0,3.0,1929.0
1374900.0,"8161 Encino Ave, Northridge, CA 91325",Los-Angeles,2023-12-15,4.0,3.0,1708.0
1699000.0,"2120 N Beverly Glen Blvd, Los Angeles, CA 90077",Los-Angeles,2023-12-15,2.0,2.0,2008.0
2699000.0,"803 N Kingsley Dr, Los Angeles, CA 90029",Los-Angeles,2023-12-15,14.0,16.0,5390.0
795000.0,"9100 S Hobart Blvd, Los Angeles, CA 90047",Los-Angeles,2023-12-15,3.0,2.0,1260.0
1699000.0,"3853 Tilden Ave, Culver City, CA 90232",Los-Angeles,2023-12-15,5.0,4.0,2593.0
1449000.0,"19120 Salt Lake Pl, Porter Ranch, CA 91326",Los-Angeles,2023-12-15,5.0,3.0,2485.0
719900.0,"17957 Hemmingway St, Reseda, CA 91335",Los-Angeles,2023-12-15,4.0,2.0,1200.0
1295000.0,"1050 N Edinburgh Ave #112, West Hollywood, CA 90046",Los-Angeles,2023-12-15,3.0,3.5,1920.0
1695000.0,"1350 1/2 N Fairfax Ave, West Hollywood, CA 90046",Los-Angeles,2023-12-15,3.0,3.5,2105.0
1189000.0,"1123 S Shenandoah St #203, Los Angeles, CA 90035",Los-Angeles,2023-12-15,3.0,2.5,1453.0
4999999.0,"12752 Rose Ave, Los Angeles, CA 90066",Los-Angeles,2023-12-15,7.0,7.5,4005.0
1395000.0,"19114 Jovan St, Tarzana, CA 91335",Los-Angeles,2023-12-15,4.0,3.0,1898.0
850000.0,"6614 Easton St, Los Angeles, CA 90022",Los-Angeles,2023-12-15,3.0,3.0,1507.0
2375000.0,"1846 N Wilton Pl, Los Angeles, CA 90028",Los-Angeles,2023-12-15,8.0,4.5,3150.0
549000.0,"21333 Lassen St Unit 2D, Chatsworth, CA 91311",Los-Angeles,2023-12-15,2.0,2.0,1149.0
689900.0,"7114--7116 Miramonte Blvd, Los Angeles, CA 90001",Los-Angeles,2023-12-15,3.0,3.0,1164.0
1380000.0,"1630 W 206th St, Torrance, CA 90501",Los-Angeles,2023-12-15,6.0,3.0,2180.0
1675000.0,"1522 N Hoover St, Los Angeles, CA 90027",Los-Angeles,2023-12-15,3.0,3.0,1229.0
1349000.0,"1351 N Mccadden Pl, Los Angeles, CA 90028",Los-Angeles,2023-12-15,4.0,2.0,1742.0
1349900.0,"12721 Greene Ave, Los Angeles, CA 90066",Los-Angeles,2023-12-15,3.0,2.0,1996.0
849900.0,"9130 S Wilton Pl, Los Angeles, CA 90047",Los-Angeles,2023-12-15,4.0,2.0,1587.0
1329000.0,"5831 Seawalk Dr #231, Playa Vista, CA 90094",Los-Angeles,2023-12-15,2.0,2.5,1805.0
1950000.0,"10430 Wilshire Blvd #806, Los Angeles, CA 90024",Los-Angeles,2023-12-15,2.0,2.5,2324.0
965000.0,"654 N Virgil Ave #313, Los Angeles, CA 90004",Los-Angeles,2023-12-15,3.0,2.5,1740.0
899000.0,"940 W 6th St, San Pedro, CA 90731",Los-Angeles,2023-12-15,3.0,2.0,1786.0
799000.0,"10650 El Dorado Ave, Pacoima, CA 91331",Los-Angeles,2023-12-15,5.0,3.0,1460.0
1190000.0,"10327 Missouri Ave #305, Los Angeles, CA 90025",Los-Angeles,2023-12-15,2.0,2.5,1669.0
999500.0,"857 W 85th St, Los Angeles, CA 90044",Los-Angeles,2023-12-15,6.0,4.0,2516.0
899000.0,"871 Crenshaw Blvd #103, Los Angeles, CA 90005",Los-Angeles,2023-12-15,3.0,2.0,1530.0
999500.0,"635 W 82nd St, Los Angeles, CA 90044",Los-Angeles,2023-12-15,9.0,4.0,3116.0
639000.0,"1236 Exposition Blvd, Los Angeles, CA 90007",Los-Angeles,2023-12-15,2.0,4.0,1000.0
719000.0,"1363 W 38th St, Los Angeles, CA 90062",Los-Angeles,2023-12-15,5.0,3.0,1768.0
850000.0,"10429 Haas Ave, Los Angeles, CA 90047",Los-Angeles,2023-12-15,4.0,2.0,1678.0
988000.0,"725 Coronel St, Los Angeles, CA 90012",Los-Angeles,2023-12-15,6.0,3.0,1540.0
429000.0,"7301 Lennox Ave Unit B3, Van Nuys, CA 91405",Los-Angeles,2023-12-15,2.0,2.0,1079.0
23350000.0,"1200 Club View Dr #20, Los Angeles, CA 90024",Los-Angeles,2023-12-15,4.0,6.0,8215.0
2750000.0,"1200 Club View Dr Unit 4NW, Los Angeles, CA 90024",Los-Angeles,2023-12-15,2.0,2.0,1830.0
2599000.0,"12541 Mitchell Ave, Los Angeles, CA 90066",Los-Angeles,2023-12-15,4.0,4.5,3115.0
1549000.0,"3476 Troy Dr, Los Angeles, CA 90068",Los-Angeles,2023-12-15,3.0,2.0,1378.0
982888.0,"4626 Verdugo Rd, Los Angeles, CA 90065",Los-Angeles,2023-12-15,6.0,3.0,2343.0
499000.0,"22100 Burbank Blvd Unit 201A, Woodland Hills, CA 91367",Los-Angeles,2023-12-15,2.0,2.0,883.0
399950.0,"7045 Woodley Ave #113, Lake Balboa, CA 91406",Los-Angeles,2023-12-15,2.0,2.0,916.0
899000.0,"470 W 15th St, San Pedro, CA 90731",Los-Angeles,2023-12-15,4.0,3.0,2088.0
749000.0,"8505 Gulana Ave #4101, Playa Del Rey, CA 90293",Los-Angeles,2023-12-15,2.0,2.0,1004.0
5495000.0,"8126 W 4th St, Los Angeles, CA 90048",Los-Angeles,2023-12-15,5.0,5.5,5520.0
1970000.0,"1938 Holmby Ave, Los Angeles, CA 90025",Los-Angeles,2023-12-15,4.0,4.0,2490.0
1130000.0,"12609 Solvang St, North Hollywood, CA 91605",Los-Angeles,2023-12-15,3.0,3.0,1800.0
1199000.0,"931 S Palos Verdes St, San Pedro, CA 90731",Los-Angeles,2023-12-15,6.0,4.0,2438.0
2575000.0,"4719 Tobias Ave, Sherman Oaks, CA 91403",Los-Angeles,2023-12-15,5.0,5.5,3462.0
500000.0,"8740 Willis Ave #7, Panorama City, CA 91402",Los-Angeles,2023-12-15,3.0,2.5,1446.0
5995000.0,"1050 Iliff St, Pacific Palisades, CA 90272",Los-Angeles,2023-12-15,5.0,5.5,4084.0
2995000.0,"13425 Java Dr, Beverly Hills, CA 90210",Los-Angeles,2023-12-15,3.0,3.0,3069.0
1295000.0,"1135 Elden Ave, Los Angeles, CA 90006",Los-Angeles,2023-12-15,4.0,3.0,2333.0
898888.0,"16108 Napa St, North Hills, CA 91343",Los-Angeles,2023-12-15,3.0,2.0,1876.0
1099000.0,"4706 Sanford Dr, Culver City, CA 90230",Los-Angeles,2023-12-15,3.0,2.0,1368.0
2095000.0,"921 S Mansfield Ave, Los Angeles, CA 90036",Los-Angeles,2023-12-15,6.0,4.0,3960.0
1729000.0,"1662 S Stanley Ave, Los Angeles, CA 90019",Los-Angeles,2023-12-15,3.0,3.0,1714.0
1499000.0,"704 N Dillon St, Los Angeles, CA 90026",Los-Angeles,2023-12-15,5.0,2.0,1961.0
1575000.0,"3003 Vineyard Ave, Los Angeles, CA 90016",Los-Angeles,2023-12-15,7.0,7.0,2661.0
899000.0,"8543 Oso Ave, Winnetka, CA 91306",Los-Angeles,2023-12-15,3.0,2.0,1435.0
650000.0,"10969 Grape St, Los Angeles, CA 90059",Los-Angeles,2023-12-15,5.0,2.0,1254.0
1499000.0,"2402 Malabar St, Los Angeles, CA 90033",Los-Angeles,2023-12-15,12.0,8.0,6944.0
729000.0,"22753 Gault St, West Hills, CA 91307",Los-Angeles,2023-12-15,4.0,2.0,1896.0
2350000.0,"6828 Miramonte Blvd, Los Angeles, CA 90001",Los-Angeles,2023-12-15,20.0,11.0,6153.0
875000.0,"1615 Bardale Ave, San Pedro, CA 90731",Los-Angeles,2023-12-15,4.0,2.0,1430.0
3700000.0,"20144 W Marlow Way, Porter Ranch, CA 91326",Los-Angeles,2023-12-15,5.0,5.5,4998.0
990000.0,"1770 W 245th St, Torrance, CA 90501",Los-Angeles,2023-12-15,3.0,2.0,1278.0
3880000.0,"12948 Woodbridge St, Studio City, CA 91604",Los-Angeles,2023-12-15,5.0,5.5,4700.0
1725000.0,"12059 Juniette St, Culver City, CA 90230",Los-Angeles,2023-12-15,3.0,2.0,1371.0
395000.0,"1670 E 43rd St, Los Angeles, CA 90011",Los-Angeles,2023-12-15,2.0,2.0,748.0
720000.0,"1348 E 21st St, Los Angeles, CA 90011",Los-Angeles,2023-12-15,3.0,3.0,2240.0
1150000.0,"1211 S Shenandoah St #203, Los Angeles, CA 90035",Los-Angeles,2023-12-15,2.0,2.5,1378.0
1799000.0,"2022 Glendon Ave, Los Angeles, CA 90025",Los-Angeles,2023-12-15,3.0,2.0,1455.0
895000.0,"13207 W Lumina Way, Van Nuys, CA 91401",Los-Angeles,2023-12-15,3.0,4.0,1930.0
1795000.0,"5454 Hermitage Ave, Valley Village, CA 91607",Los-Angeles,2023-12-15,8.0,4.0,3990.0
1595000.0,"2437 Houston St, Los Angeles, CA 90033",Los-Angeles,2023-12-15,8.0,6.0,3170.0
1595000.0,"926 E 57th St, Los Angeles, CA 90011",Los-Angeles,2023-12-15,11.0,6.0,3823.0
3080000.0,"11732 W Abbey Ln, Porter Ranch, CA 91326",Los-Angeles,2023-12-15,5.0,5.5,5076.0
2495000.0,"2460 Achilles Dr, Los Angeles, CA 90046",Los-Angeles,2023-12-15,5.0,3.0,3344.0
1265000.0,"128 N Swall Dr #301, Los Angeles, CA 90048",Los-Angeles,2023-12-15,2.0,3.0,1585.0
4349000.0,"5136 Nagle Ave, Sherman Oaks, CA 91423",Los-Angeles,2023-12-15,6.0,7.0,5712.0
879000.0,"13331 Wentworth St, Arleta, CA 91331",Los-Angeles,2023-12-15,4.0,2.0,1354.0
719500.0,"15021 Core Ln, North Hills, CA 91343",Los-Angeles,2023-12-15,4.0,3.0,1789.0
1059999.0,"21007 Covello St, Canoga Park, CA 91303",Los-Angeles,2023-12-15,4.0,3.0,1392.0
850000.0,"10515 Chandler Blvd, North Hollywood, CA 91601",Los-Angeles,2023-12-15,3.0,2.5,1496.0
850000.0,"969 Hilgard Ave #607, Los Angeles, CA 90024",Los-Angeles,2023-12-15,2.0,1.5,1029.0
1099000.0,"100 S Doheny Dr #220, Los Angeles, CA 90048",Los-Angeles,2023-12-15,2.0,2.0,1197.0
3995000.0,"13044 Hartsook St, Sherman Oaks, CA 91423",Los-Angeles,2023-12-15,5.0,5.5,3900.0
1798000.0,"3452 Westmount Ave, View Park, CA 90043",Los-Angeles,2023-12-15,3.0,3.0,3029.0
1400000.0,"865 Comstock Ave Unit 9F, Los Angeles, CA 90024",Los-Angeles,2023-12-15,2.0,2.0,1402.0
2695000.0,"1516 N Beverly Glen Blvd, Los Angeles, CA 90077",Los-Angeles,2023-12-15,3.0,4.5,4020.0
719000.0,"1735 W 37th Pl, Los Angeles, CA 90018",Los-Angeles,2023-12-15,3.0,2.0,1120.0
1799995.0,"13418-13416 Crowley, Panorama City, CA 91402",Los-Angeles,2023-12-15,6.0,5.0,3750.0
899000.0,"4263 W 59th St, Los Angeles, CA 90043",Los-Angeles,2023-12-15,3.0,2.0,1422.0
749999.0,"7615 N Patriot Way, Van Nuys, CA 91405",Los-Angeles,2023-12-15,4.0,3.0,1574.0
139990.0,"12401 Filmore #210, Sylmar, CA 91342",Los-Angeles,2023-12-15,2.0,2.0,960.0
1299000.0,"7171 Pacific View Dr, Los Angeles, CA 90068",Los-Angeles,2023-12-15,2.0,2.0,1180.0
1129000.0,"9607 Crebs Ave, Northridge, CA 91324",Los-Angeles,2023-12-15,4.0,2.0,1906.0
875000.0,"11786 Gruen St, Sylmar, CA 91342",Los-Angeles,2023-12-15,4.0,2.0,1600.0
849000.0,"645 W 9th St #727, Los Angeles, CA 90015",Los-Angeles,2023-12-15,2.0,2.0,1220.0
850000.0,"974 W 5th St, San Pedro, CA 90731",Los-Angeles,2023-12-15,4.0,2.0,1648.0
1060000.0,"1607 E Robidoux St, Wilmington, CA 90744",Los-Angeles,2023-12-15,7.0,4.0,2300.0
705999.0,"833 W 104th St, Los Angeles, CA 90044",Los-Angeles,2023-12-15,3.0,2.0,1448.0
949000.0,"3017 S Pacific Ave, San Pedro, CA 90731",Los-Angeles,2023-12-15,5.0,3.0,5001.0
989990.0,"2024 W 30th St, Los Angeles, CA 90018",Los-Angeles,2023-12-15,3.0,2.0,1430.0
1300000.0,"3877 Denker Ave, Los Angeles, CA 90062",Los-Angeles,2023-12-15,9.0,6.0,3770.0
1399000.0,"5651 Radford Ave, Valley Village, CA 91607",Los-Angeles,2023-12-15,4.0,3.0,1574.0
1325000.0,"3704 Grayburn Ave, Los Angeles, CA 90018",Los-Angeles,2023-12-15,3.0,2.0,1443.0
1349000.0,"22666 Cavalier St, Woodland Hills, CA 91364",Los-Angeles,2023-12-15,3.0,3.0,2128.0
949888.0,"3565 Arlington Ave, Los Angeles, CA 90018",Los-Angeles,2023-12-15,4.0,2.0,1626.0
725000.0,"11423 Freedom Ln, Pacoima, CA 91331",Los-Angeles,2023-12-15,4.0,2.5,1575.0
925000.0,"1067 W 19th St, San Pedro, CA 90731",Los-Angeles,2023-12-15,2.0,2.0,1147.0
1150000.0,"15809 Bassett St, Van Nuys, CA 91406",Los-Angeles,2023-12-15,4.0,2.0,1900.0
499999.0,"4239 Via Arbolada #201, Los Angeles, CA 90042",Los-Angeles,2023-12-15,2.0,2.0,1023.0
2695000.0,"611 Mildred Ave, Venice, CA 90291",Los-Angeles,2023-12-15,4.0,3.5,2878.0
649900.0,"218 E 104th St, Los Angeles, CA 90003",Los-Angeles,2023-12-15,4.0,2.0,1400.0
1799000.0,"12325 Addison St, Valley Village, CA 91607",Los-Angeles,2023-12-15,3.0,2.0,1929.0
1190000.0,"20656 W Chestnut Cir, Porter Ranch, CA 91326",Los-Angeles,2023-12-15,4.0,3.0,2365.0
569000.0,"1031 W 121st St, Los Angeles, CA 90044",Los-Angeles,2023-12-15,2.0,2.0,780.0
900000.0,"1647 E 92nd St, Los Angeles, CA 90002",Los-Angeles,2023-12-15,2.0,3.0,1872.0
829000.0,"19228 Napa St, Northridge, CA 91324",Los-Angeles,2023-12-15,3.0,2.0,1703.0
2199000.0,"4140 Bakman Ave, Studio City, CA 91602",Los-Angeles,2023-12-15,4.0,3.0,2279.0
850000.0,"8300 Manitoba St #229, Playa Del Rey, CA 90293",Los-Angeles,2023-12-15,2.0,2.0,960.0
519000.0,"4120 W 64th St, Inglewood, CA 90302",Los-Angeles,2023-12-15,2.0,2.0,804.0
1549000.0,"10450 Wilshire Blvd Unit 2A, Los Angeles, CA 90024",Los-Angeles,2023-12-15,3.0,3.0,2082.0
599900.0,"434 Clela Ave, Los Angeles, CA 90022",Los-Angeles,2023-12-15,3.0,2.0,1373.0
4175000.0,"4258 Levitt Ln, Sherman Oaks, CA 91403",Los-Angeles,2023-12-15,5.0,5.0,4711.0
